tokens	labels1	labels2
# New sentence = 1979 – Steve Hillage – ''Open ''	0	
1979	0	0
–	0	0
Steve	1	1
Hillage	2	2
–	0	0
''Open	0	0
''	0	0
# New sentence = ** '' 'Gaihawk '' ' - MiG-29 Fulcrum ''	0	
**	0	0
''	0	0
'Gaihawk	0	0
''	0	0
'	0	0
-	0	0
MiG-29	0	0
Fulcrum	0	0
''	0	0
# New sentence = Sang Doo ! Let 's Go to School ''	0	
Sang	0	0
Doo	0	0
!	0	0
Let	0	0
's	0	0
Go	0	0
to	0	0
School	0	0
''	0	0
# New sentence = Webb Pierce ( 1921–1991 ) – singer	0	
Webb	1	1
Pierce	2	2
(	0	0
1921–1991	0	0
)	0	0
–	0	0
singer	0	0
# New sentence = St. Mary 's , Alaska	0	
St.	5	5
Mary	6	6
's	6	6
,	6	0
Alaska	6	5
# New sentence = Juan Mirabal , Taos Pueblo ( 1903–1970 )	0	
Juan	1	1
Mirabal	2	2
,	0	0
Taos	1	5
Pueblo	2	6
(	0	0
1903–1970	0	0
)	0	0
# New sentence = It lies south-east of Aleksandrów Kujawski and south-east of Toru? .	0	
It	0	0
lies	0	0
south-east	0	0
of	0	0
Aleksandrów	5	5
Kujawski	6	6
and	0	0
south-east	0	0
of	0	0
Toru?	5	5
.	0	0
# New sentence = It was held to elect members of the Legislative Assembly of British Columbia .	0	
It	0	0
was	0	0
held	0	0
to	0	0
elect	0	0
members	0	0
of	0	0
the	0	0
Legislative	3	3
Assembly	4	4
of	4	4
British	4	4
Columbia	4	4
.	0	0
# New sentence = '' Teleiodes flavimaculella '' ( Herrich-Schäffer , 1854 )	0	
''	0	0
Teleiodes	0	0
flavimaculella	0	0
''	0	0
(	0	0
Herrich-Schäffer	1	1
,	0	0
1854	0	0
)	0	0
# New sentence = Greci , Mehedin?i	0	
Greci	5	5
,	6	0
Mehedin?i	6	5
# New sentence = Bellevue Downtown Park : 2015	0	
Bellevue	5	5
Downtown	6	6
Park	6	6
:	0	0
2015	0	0
# New sentence = City of Ten Thousand Buddhas , in Ukiah , California	0	
City	5	5
of	6	6
Ten	6	6
Thousand	6	6
Buddhas	6	6
,	6	0
in	6	0
Ukiah	6	5
,	6	0
California	6	5
# New sentence = White House , Jamaica	0	
White	5	5
House	6	6
,	6	0
Jamaica	6	5
# New sentence = Estadio Olímpico Metropolitano , San Pedro Sula , Honduras	0	
Estadio	5	5
Olímpico	6	6
Metropolitano	6	6
,	6	0
San	6	5
Pedro	6	6
Sula	6	6
,	6	0
Honduras	6	5
# New sentence = Famous among them were Jayatirtha , Sripadaraya , Vyasatirtha .	0	
Famous	0	0
among	0	0
them	0	0
were	0	0
Jayatirtha	1	1
,	0	0
Sripadaraya	1	1
,	0	0
Vyasatirtha	1	1
.	0	0
# New sentence = Dubuque County , Iowa	0	
Dubuque	5	5
County	6	6
,	6	0
Iowa	6	5
# New sentence = LoLo Jones ' '' '	0	
LoLo	1	1
Jones	2	2
'	0	0
''	0	0
'	0	0
# New sentence = '' Revivor '' ( 2003 ) ( remix album )	0	
''	0	0
Revivor	0	0
''	0	0
(	0	0
2003	0	0
)	0	0
(	0	0
remix	0	0
album	0	0
)	0	0
# New sentence = Aginskoye , Zabaykalsky Krai	0	
Aginskoye	5	5
,	6	0
Zabaykalsky	6	5
Krai	6	6
# New sentence = Roger Lutz ( 25 Oct 2003 – 30 June 2004 )	0	
Roger	1	1
Lutz	2	2
(	0	0
25	0	0
Oct	0	0
2003	0	0
–	0	0
30	0	0
June	0	0
2004	0	0
)	0	0
# New sentence = Eugen Burg as Kaiser Franz Josef	0	
Eugen	1	1
Burg	2	2
as	0	0
Kaiser	1	1
Franz	2	2
Josef	2	2
# New sentence = 100px '' Samuel J. Kirkwood	0	
100px	0	0
''	0	0
Samuel	1	1
J.	2	2
Kirkwood	2	2
# New sentence = M. H. de Young Memorial Museum	0	
M.	5	5
H.	6	6
de	6	6
Young	6	6
Memorial	6	6
Museum	6	6
# New sentence = Seven Network ( 6 )	0	
Seven	3	3
Network	4	4
(	0	0
6	0	0
)	0	0
# New sentence = '' The Puppet Master '' ( 2003 )	0	
''	0	0
The	0	0
Puppet	0	0
Master	0	0
''	0	0
(	0	0
2003	0	0
)	0	0
# New sentence = He previously represented the Socialist Left Party .	0	
He	0	0
previously	0	0
represented	0	0
the	0	0
Socialist	3	3
Left	4	4
Party	4	4
.	0	0
# New sentence = Pennsylvania Farm Show Complex & Expo Center	0	
Pennsylvania	5	3
Farm	6	4
Show	6	4
Complex	6	4
&	6	4
Expo	6	4
Center	6	4
# New sentence = Iowa John Deere Dealers 250	0	
Iowa	5	5
John	6	3
Deere	6	4
Dealers	6	4
250	6	0
# New sentence = Avant que l'ombre ... ''	0	
Avant	0	0
que	0	0
l'ombre	0	0
...	0	0
''	0	0
# New sentence = He was born in Beaumont , Texas .	0	
He	0	0
was	0	0
born	0	0
in	0	0
Beaumont	5	5
,	6	0
Texas	6	5
.	0	0
# New sentence = Antenor Orrego Private University ( UPAO )	0	
Antenor	5	5
Orrego	6	6
Private	6	6
University	6	6
(	6	0
UPAO	6	0
)	6	0
# New sentence = The couple were also the parents of Robert Devereux , 2nd Earl of Essex .	0	0
The	0	0
couple	0	0
were	0	0
also	0	0
the	0	0
parents	0	0
of	0	0
Robert	1	1
Devereux	2	2
,	2	2
2nd	2	2
Earl	2	2
of	2	2
Essex	2	2
.	0	0
# New sentence = Eyton on Severn	0	
Eyton	5	5
on	6	6
Severn	6	6
# New sentence = Soon after his appointment , in 1897 , he was knighted .	0	
Soon	0	0
after	0	0
his	0	0
appointment	0	0
,	0	0
in	0	0
1897	0	0
,	0	0
he	0	0
was	0	0
knighted	0	0
.	0	0
# New sentence = ' '' Pope Pius IV '' '	0	
'	0	0
''	0	0
Pope	1	1
Pius	2	2
IV	2	2
''	0	0
'	0	0
# New sentence = West Florida Argonauts	0	
West	5	3
Florida	6	4
Argonauts	6	4
# New sentence = He was drafted by the New England Patriots in the fourth round of the 2013 NFL Draft .	0	
He	0	0
was	0	0
drafted	0	0
by	0	0
the	0	0
New	5	3
England	6	4
Patriots	6	4
in	0	0
the	0	0
fourth	0	0
round	0	0
of	0	0
the	0	0
2013	0	0
NFL	3	3
Draft	0	0
.	0	0
# New sentence = The entire Municipality of Destrnik is now included in the Drava Statistical Region .	0	
The	0	0
entire	0	0
Municipality	5	5
of	6	6
Destrnik	6	6
is	0	0
now	0	0
included	0	0
in	0	0
the	0	0
Drava	5	5
Statistical	6	6
Region	6	6
.	0	0
# New sentence = King 's Cross St. Pancras tube station	0	
King	5	5
's	6	6
Cross	6	6
St.	6	6
Pancras	6	6
tube	6	6
station	6	6
# New sentence = She lives in Bokod with her husband and two children .	0	
She	0	0
lives	0	0
in	0	0
Bokod	5	5
with	0	0
her	0	0
husband	0	0
and	0	0
two	0	0
children	0	0
.	0	0
# New sentence = Allaert van Everdingen	0	
Allaert	1	1
van	2	2
Everdingen	2	2
# New sentence = Providence , Guyana	0	
Providence	5	5
,	6	0
Guyana	6	5
# New sentence = David Bruce ( 1855-1931 )	0	
David	1	1
Bruce	2	2
(	0	0
1855-1931	0	0
)	0	0
# New sentence = ' '' Marco Melandri '' '	0	
'	0	0
''	0	0
Marco	1	1
Melandri	2	2
''	0	0
'	0	0
# New sentence = He played important role in the getting Barisal Burners to get them into the finals .	0	
He	0	0
played	0	0
important	0	0
role	0	0
in	0	0
the	0	0
getting	0	0
Barisal	3	3
Burners	4	4
to	0	0
get	0	0
them	0	0
into	0	0
the	0	0
finals	0	0
.	0	0
# New sentence = : Stephen Bunting '' ( First round )	0	
:	0	0
Stephen	1	1
Bunting	2	2
''	0	0
(	0	0
First	0	0
round	0	0
)	0	0
# New sentence = Klauber , L.M . 1936 .	0	
Klauber	1	1
,	2	2
L.M	2	2
.	0	0
1936	0	0
.	0	0
# New sentence = Anna Bay , New South Wales	0	
Anna	5	5
Bay	6	6
,	6	0
New	6	5
South	6	6
Wales	6	6
# New sentence = Deputy Prime Minister of Turkey	0	
Deputy	1	0
Prime	2	0
Minister	2	0
of	2	0
Turkey	2	3
# New sentence = ' '' Al Gore '' '	0	
'	0	0
''	0	0
Al	1	1
Gore	2	2
''	0	0
'	0	0
# New sentence = Sriranga III ( 1642–1652 )	0	
Sriranga	1	1
III	2	2
(	0	0
1642–1652	0	0
)	0	0
# New sentence = • Lajkovac ( 1950 )	0	
•	0	0
Lajkovac	5	5
(	0	0
1950	0	0
)	0	0
# New sentence = Administrative divisions of South Korea	0	
Administrative	0	0
divisions	0	0
of	0	0
South	5	3
Korea	6	4
# New sentence = ' '' The 1982 edition '' ' of the Orange Bowl featured the Nebraska Cornhuskers and Clemson Tigers .	0	
'	0	0
''	0	0
The	0	0
1982	0	0
edition	0	0
''	0	0
'	0	0
of	0	0
the	0	0
Orange	3	0
Bowl	4	0
featured	0	0
the	0	0
Nebraska	3	3
Cornhuskers	4	4
and	0	0
Clemson	3	3
Tigers	4	4
.	0	0
# New sentence = Kirovsk , Leningrad Oblast	0	
Kirovsk	5	5
,	6	0
Leningrad	6	5
Oblast	6	6
# New sentence = Taunton Vale Sports Club Ground	0	
Taunton	5	3
Vale	6	4
Sports	6	4
Club	6	4
Ground	6	4
# New sentence = '' Adoxophyes chloromydra '' Meyrick , 1926	0	
''	0	0
Adoxophyes	0	0
chloromydra	0	0
''	0	0
Meyrick	1	1
,	0	0
1926	0	0
# New sentence = The Y , West Virginia	0	
The	0	5
Y	5	6
,	6	0
West	6	5
Virginia	6	6
# New sentence = Stephan Eberharter ( 2 )	0	
Stephan	1	1
Eberharter	2	2
(	0	0
2	0	0
)	0	0
# New sentence = Lincoln Township , Huron County , Michigan	0	
Lincoln	5	5
Township	6	6
,	6	0
Huron	6	5
County	6	6
,	6	0
Michigan	6	5
# New sentence = He published his first poem in 1939 , in an Odessa newspaper Molodaya Gvardiya '' .	0	
He	0	0
published	0	0
his	0	0
first	0	0
poem	0	0
in	0	0
1939	0	0
,	0	0
in	0	0
an	0	0
Odessa	0	5
newspaper	0	0
Molodaya	3	3
Gvardiya	4	4
''	0	0
.	0	0
# New sentence = Kempten , Bayern , Germany	0	
Kempten	5	5
,	6	0
Bayern	6	5
,	6	0
Germany	6	5
# New sentence = : :1st Round 7 ( Hafjell , Norway )	0	
:	0	0
:1st	0	0
Round	0	0
7	0	0
(	0	0
Hafjell	5	5
,	6	0
Norway	6	5
)	0	0
# New sentence = Stetson Block , 1911 , Wilfred E. Mansur	0	
Stetson	1	5
Block	2	6
,	0	0
1911	0	0
,	0	0
Wilfred	1	1
E.	2	2
Mansur	2	2
# New sentence = '' I 'm a Hustla '' ( 2005 )	0	
''	0	0
I	0	0
'm	0	0
a	0	0
Hustla	0	0
''	0	0
(	0	0
2005	0	0
)	0	0
# New sentence = `` Wave '' ( Antonio Carlos Jobim ) - 6:07	0	
``	0	0
Wave	0	0
''	0	0
(	0	0
Antonio	1	1
Carlos	2	2
Jobim	2	2
)	0	0
-	0	0
0,254861111	0	0
# New sentence = : : : : : B. ''	0	
:	0	0
:	0	0
:	0	0
:	0	0
:	0	0
B.	0	0
''	0	0
# New sentence = `` Love It When You Call ''	0	
``	0	0
Love	0	0
It	0	0
When	0	0
You	0	0
Call	0	0
''	0	0
# New sentence = Jaramogi Oginga Odinga	0	
Jaramogi	1	1
Oginga	2	2
Odinga	2	2
# New sentence = Gondeh Jin , Bahar	0	
Gondeh	5	5
Jin	6	6
,	6	0
Bahar	6	5
# New sentence = ' '' Camlin river '' ' '' : Longford 9,601	0	
'	0	0
''	0	0
Camlin	5	5
river	6	6
''	0	0
'	0	0
''	0	0
:	0	0
Longford	6	5
9,601	0	0
# New sentence = He died in Longmeadow , Massachusetts , United States .	0	
He	0	0
died	0	0
in	0	0
Longmeadow	5	5
,	6	0
Massachusetts	6	5
,	6	0
United	6	5
States	6	6
.	0	0
# New sentence = Suicides in Japan are also often used to atone for wrongdoing .	0	
Suicides	0	0
in	0	0
Japan	5	5
are	0	0
also	0	0
often	0	0
used	0	0
to	0	0
atone	0	0
for	0	0
wrongdoing	0	0
.	0	0
# New sentence = It is found in Colombia and Peru .	0	
It	0	0
is	0	0
found	0	0
in	0	0
Colombia	5	5
and	0	0
Peru	5	5
.	0	0
# New sentence = '' The Law of Ueki '' ( 2005 ) ( M?nin )	0	
''	0	0
The	0	0
Law	0	0
of	0	0
Ueki	0	0
''	0	0
(	0	0
2005	0	0
)	0	0
(	0	0
M?nin	0	1
)	0	0
# New sentence = Museo del Prado	0	
Museo	5	5
del	6	6
Prado	6	6
# New sentence = '' ' '' Cameraria microphylla '' ' ''	0	
''	0	0
'	0	0
''	0	0
Cameraria	0	0
microphylla	0	0
''	0	0
'	0	0
''	0	0
# New sentence = The Westmeath Examiner ''	0	
The	3	3
Westmeath	4	4
Examiner	4	4
''	0	0
# New sentence = Boomerang ( EMEA ) also removes the scene .	0	
Boomerang	3	3
(	4	4
EMEA	4	4
)	4	4
also	0	0
removes	0	0
the	0	0
scene	0	0
.	0	0
# New sentence = Color broadcasts from Jordan and Egypt had been available since 1974 and Lebanon since 1975 .	0	
Color	0	0
broadcasts	0	0
from	0	0
Jordan	5	5
and	0	0
Egypt	5	5
had	0	0
been	0	0
available	0	0
since	0	0
1974	0	0
and	0	0
Lebanon	5	5
since	0	0
1975	0	0
.	0	0
# New sentence = Ladies & Gentlemen : The Best of George Michael ''	0	
Ladies	0	0
&	0	0
Gentlemen	0	0
:	0	0
The	0	0
Best	0	0
of	0	0
George	1	1
Michael	2	2
''	0	0
# New sentence = Stony Brook Seawolves football	0	
Stony	3	3
Brook	4	4
Seawolves	4	4
football	4	0
# New sentence = Administrative divisions of South Korea	0	
Administrative	3	0
divisions	4	0
of	4	0
South	4	3
Korea	4	4
# New sentence = ' '' Mather Air Force Base '' '	0	
'	0	0
''	0	0
Mather	3	5
Air	4	6
Force	4	6
Base	4	6
''	0	0
'	0	0
# New sentence = She died in 1971 , aged 71 , and was interred in the San Fernando Mission Cemetery .	0	
She	0	0
died	0	0
in	0	0
1971	0	0
,	0	0
aged	0	0
71	0	0
,	0	0
and	0	0
was	0	0
interred	0	0
in	0	0
the	0	0
San	5	5
Fernando	6	6
Mission	6	6
Cemetery	6	6
.	0	0
# New sentence = Urbano José Allgayer	0	
Urbano	1	1
José	2	2
Allgayer	2	2
# New sentence = St. Luke 's Orthodox Cathedral	0	
St.	5	5
Luke	6	6
's	6	6
Orthodox	6	6
Cathedral	6	6
# New sentence = ( No , It’s Not All One Song ) '' , Los Angeles Times '' , June 10 , 2001	0	
(	0	0
No	0	0
,	0	0
It’s	0	0
Not	0	0
All	0	0
One	0	0
Song	0	0
)	0	0
''	0	0
,	0	0
Los	3	3
Angeles	4	4
Times	4	4
''	0	0
,	0	0
June	0	0
10	0	0
,	0	0
2001	0	0
# New sentence = ** Built by : Deptford Dockyard .	0	
**	0	0
Built	0	0
by	0	0
:	0	0
Deptford	5	3
Dockyard	6	4
.	0	0
# New sentence = Fresh Sounds From Middle America ( vol 5 )	0	
Fresh	0	0
Sounds	0	0
From	0	0
Middle	0	5
America	0	6
(	0	0
vol	0	0
5	0	0
)	0	0
# New sentence = Saint-Séverin , Mauricie , Quebec	0	
Saint-Séverin	5	5
,	6	0
Mauricie	6	5
,	6	0
Quebec	6	5
# New sentence = He was educated at Upper Canada College in Toronto .	0	
He	0	0
was	0	0
educated	0	0
at	0	0
Upper	3	3
Canada	4	4
College	4	4
in	0	0
Toronto	1	5
.	0	0
# New sentence = A-7 & A-10 ( Arizona )	0	
A-7	0	0
&	0	0
A-10	0	0
(	0	0
Arizona	1	5
)	0	0
# New sentence = *Produced for release by David Lemieux	0	
*Produced	0	0
for	0	0
release	0	0
by	0	0
David	1	1
Lemieux	2	2
# New sentence = Nicolás Barrientos / Eduardo Struvay	0	
Nicolás	1	1
Barrientos	2	2
/	0	0
Eduardo	1	1
Struvay	2	2
# New sentence = Newsletter for Birdwatchers '' 29 ( 7–8 ) :7 .	0	
Newsletter	3	3
for	4	4
Birdwatchers	4	4
''	0	0
29	0	0
(	0	0
7–8	0	0
)	0	0
:7	0	0
.	0	0
# New sentence = Sir Rowland Gwynne 1689	0	
Sir	1	1
Rowland	2	2
Gwynne	2	2
1689	0	0
# New sentence = ' '' EGOQ '' ' – RAF Mona – Anglesey , Wales	0	
'	0	0
''	0	0
EGOQ	5	5
''	0	0
'	0	0
–	0	0
RAF	5	5
Mona	6	6
–	0	0
Anglesey	5	5
,	6	0
Wales	6	5
# New sentence = Embassy of Tanzania , Beijing	0	
Embassy	5	3
of	6	4
Tanzania	6	4
,	6	0
Beijing	6	5
# New sentence = Ascensión Esquivel Ibarra , former president of Costa Rica .	0	
Ascensión	1	1
Esquivel	2	2
Ibarra	2	2
,	0	0
former	0	0
president	0	0
of	0	0
Costa	5	5
Rica	6	6
.	0	0
# New sentence = Tattnall County , Georgia	0	
Tattnall	5	5
County	6	6
,	6	0
Georgia	6	5
# New sentence = Solvang , California	0	
Solvang	5	5
,	6	0
California	6	5
# New sentence = District ( China )	0	
District	0	0
(	0	0
China	0	5
)	0	0
# New sentence = Maria Henriette de La Tour d'Auvergne	0	
Maria	1	1
Henriette	2	2
de	2	2
La	2	2
Tour	2	2
d'Auvergne	2	2
# New sentence = ' '' Atlético Madrid '' '	0	
'	0	0
''	0	0
Atlético	3	3
Madrid	4	4
''	0	0
'	0	0
# New sentence = 2013 Lahad Datu standoff	0	
2013	0	0
Lahad	0	5
Datu	0	6
standoff	0	0
# New sentence = ' '' Grinspoon '' '	0	
'	0	0
''	0	0
Grinspoon	3	3
''	0	0
'	0	0
# New sentence = Mizuki Fujii / Reika Kakiiwa	0	
Mizuki	1	1
Fujii	2	2
/	0	0
Reika	1	1
Kakiiwa	2	2
# New sentence = 14 May – Olly Murs , singer and songwriter	0	
14	0	0
May	0	0
–	0	0
Olly	1	1
Murs	2	2
,	0	0
singer	0	0
and	0	0
songwriter	0	0
# New sentence = *** by GDP per capita	0	
***	0	0
by	0	0
GDP	0	0
per	0	0
capita	0	0
# New sentence = Schuylkill Township , Schuylkill County , Pennsylvania .	0	
Schuylkill	5	5
Township	6	6
,	6	0
Schuylkill	6	5
County	6	6
,	6	0
Pennsylvania	6	5
.	0	0
# New sentence = JR2F Albatross - Grumman	0	
JR2F	0	0
Albatross	0	0
-	0	0
Grumman	0	0
# New sentence = Hugh Ewing and George Crook ) .	0	
Hugh	1	1
Ewing	2	2
and	0	0
George	1	1
Crook	2	2
)	0	0
.	0	0
# New sentence = James E. Cobb ( D ) , until April 21 , 1896	0	
James	1	1
E.	2	2
Cobb	2	2
(	0	0
D	0	3
)	0	0
,	0	0
until	0	0
April	0	0
21	0	0
,	0	0
1896	0	0
# New sentence = He was promoted to Minister of the Environment and Energy on February 3 , 1993 .	0	
He	0	0
was	0	0
promoted	0	0
to	0	0
Minister	0	0
of	0	0
the	0	0
Environment	0	0
and	0	0
Energy	0	0
on	0	0
February	0	0
3	0	0
,	0	0
1993	0	0
.	0	0
# New sentence = Love Field , Dallas	0	
Love	5	5
Field	6	6
,	6	0
Dallas	6	5
# New sentence = '' Bicyclus milyas '' ( Hewitson , 1864 )	0	
''	0	0
Bicyclus	0	0
milyas	0	0
''	0	0
(	0	0
Hewitson	0	1
,	0	0
1864	0	0
)	0	0
# New sentence = Listen]] '' ( Beyoncé )	0	
Listen]]	0	0
''	0	0
(	0	0
Beyoncé	1	1
)	0	0
# New sentence = Caecilius of Elvira	0	
Caecilius	1	1
of	2	2
Elvira	2	2
# New sentence = ' '' Relatives '' ' : Adine , Dowager Viscountess Melbourne ( ''qv. '' Baron Forester )	0	
'	0	0
''	0	0
Relatives	0	0
''	0	0
'	0	0
:	0	0
Adine	1	1
,	0	0
Dowager	0	1
Viscountess	0	2
Melbourne	0	2
(	0	0
''qv.	0	0
''	0	0
Baron	0	0
Forester	0	0
)	0	0
# New sentence = He joined Port Vale from the Londoners in June 1934 .	0	
He	0	0
joined	0	0
Port	3	3
Vale	4	4
from	0	0
the	0	0
Londoners	0	0
in	0	0
June	0	0
1934	0	0
.	0	0
# New sentence = Staunton , Virginia ( orig .	0	
Staunton	5	5
,	6	0
Virginia	6	5
(	0	0
orig	0	0
.	0	0
# New sentence = Viscount of Béziers	0	
Viscount	0	0
of	0	0
Béziers	0	5
# New sentence = George Hill ( figure skater )	0	
George	1	1
Hill	2	2
(	0	0
figure	0	0
skater	0	0
)	0	0
# New sentence = ' '' Green peafowl '' '	0	
'	0	0
''	0	0
Green	0	0
peafowl	0	0
''	0	0
'	0	0
# New sentence = Harrison County , West Virginia	0	
Harrison	5	5
County	6	6
,	6	0
West	6	5
Virginia	6	6
# New sentence = Sémalens ( 81281 )	0	
Sémalens	0	5
(	0	0
81281	0	0
)	0	0
# New sentence = He was eventually wanted by Wyoming Stock Growers Association and the Union Pacific Railroad , which offered rewards for his capture .	0	
He	0	0
was	0	0
eventually	0	0
wanted	0	0
by	0	0
Wyoming	3	3
Stock	4	4
Growers	4	4
Association	4	4
and	0	0
the	0	0
Union	3	3
Pacific	4	4
Railroad	4	4
,	0	0
which	0	0
offered	0	0
rewards	0	0
for	0	0
his	0	0
capture	0	0
.	0	0
# New sentence = Knockhill Racing Circuit , Fife	0	
Knockhill	5	5
Racing	6	6
Circuit	6	6
,	6	0
Fife	6	5
# New sentence = Michael Marcus ( trader ) ( ''fl .	0	
Michael	1	1
Marcus	2	2
(	0	0
trader	0	0
)	0	0
(	0	0
''fl	0	0
.	0	0
# New sentence =  Los Angeles Film Critics Association	0	
";"	0	0
Los	3	3
Angeles	4	4
Film	4	4
Critics	4	4
Association	4	4
# New sentence = Writing for the Greek Orthodox Archdiocese of America , Rev .	0	
Writing	0	0
for	0	0
the	0	0
Greek	3	3
Orthodox	4	4
Archdiocese	4	4
of	4	4
America	4	4
,	0	0
Rev	0	0
.	0	0
# New sentence = Fernando de Noronha-Atol das Rocas moist forests ( Brazil )	0	
Fernando	5	5
de	6	6
Noronha-Atol	6	6
das	6	6
Rocas	6	6
moist	6	0
forests	6	0
(	6	0
Brazil	6	5
)	6	0
# New sentence = 1 December - Billy Childish	0	
1	0	0
December	0	0
-	0	0
Billy	1	1
Childish	2	2
# New sentence = He was born in Cleveland , Ohio .	0	0
He	0	0
was	0	0
born	0	0
in	0	0
Cleveland	5	5
,	6	0
Ohio	6	5
.	0	0
# New sentence = Herman Daves ( 2 )	0	
Herman	1	1
Daves	2	2
(	0	0
2	0	0
)	0	0
# New sentence = Hamilton Airport ( disambiguation )	0	
Hamilton	5	5
Airport	6	6
(	0	0
disambiguation	0	0
)	0	0
# New sentence = : :- First known mention of Red Seal Ships .	0	
:	0	0
:-	0	0
First	0	0
known	0	0
mention	0	0
of	0	0
Red	0	0
Seal	0	0
Ships	0	0
.	0	0
# New sentence = ** ?????????? ?????? ???? Smolensk	0	
**	0	0
??????????	0	0
??????	0	0
????	0	0
Smolensk	0	5
# New sentence = It was destroyed in the 1941 German bombing of Belgrade .	0	
It	0	0
was	0	0
destroyed	0	0
in	0	0
the	0	0
1941	0	0
German	0	0
bombing	0	0
of	0	0
Belgrade	0	5
.	0	0
# New sentence = *June 24 – Wally Yonamine	0	
*June	0	0
24	0	0
–	0	0
Wally	1	1
Yonamine	2	2
# New sentence = Raymond du Puy de Provence	0	
Raymond	1	1
du	2	2
Puy	2	2
de	2	2
Provence	2	2
# New sentence = Baila Conmigo ( disambiguation )	0	
Baila	0	0
Conmigo	0	0
(	0	0
disambiguation	0	0
)	0	0
# New sentence = Lower West Pubnico , Nova Scotia	0	
Lower	5	5
West	6	6
Pubnico	6	6
,	6	6
Nova	6	6
Scotia	6	6
# New sentence = 1851 first elected in 1909 as Liberal member for Lunenburg , Nova Scotia .	0	
1851	0	0
first	0	0
elected	0	0
in	0	0
1909	0	0
as	0	0
Liberal	0	0
member	0	0
for	0	0
Lunenburg	5	3
,	6	0
Nova	6	5
Scotia	6	6
.	0	0
# New sentence = The songs are sung by Asha Bhosle , Kishore Kumar , Lata Mangeshkar , Mukesh and Preeti Sagar .	0	
The	0	0
songs	0	0
are	0	0
sung	0	0
by	0	0
Asha	1	1
Bhosle	2	2
,	0	0
Kishore	1	1
Kumar	2	2
,	0	0
Lata	1	1
Mangeshkar	2	2
,	0	0
Mukesh	1	1
and	0	0
Preeti	1	1
Sagar	2	2
.	0	0
# New sentence = Ferdinand VI of Spain	0	
Ferdinand	1	1
VI	2	2
of	0	2
Spain	5	2
# New sentence = Nick Swardson ( 5 appearances )	0	
Nick	1	1
Swardson	2	2
(	0	0
5	0	0
appearances	0	0
)	0	0
# New sentence = It was designed by George Goldie .	0	
It	0	0
was	0	0
designed	0	0
by	0	0
George	1	1
Goldie	2	2
.	0	0
# New sentence = Park Güell , Plaza Mayor , Madrid , Poblet Monastery , Puente del Alamillo	0	
Park	5	5
Güell	6	6
,	6	0
Plaza	6	5
Mayor	6	6
,	6	6
Madrid	6	6
,	6	0
Poblet	6	5
Monastery	6	6
,	6	0
Puente	6	5
del	6	6
Alamillo	6	6
# New sentence = Chichica , Ngöbe-Buglé	0	
Chichica	5	5
,	6	6
Ngöbe-Buglé	6	6
# New sentence = 13 groups from Finland	0	
13	0	0
groups	0	0
from	0	0
Finland	5	5
# New sentence = '' 'Counties served : ' '' Athens , Gallia , Hocking , Meigs , Monroe , Morgan , Noble , Vinton , Washington	0	
''	0	0
'Counties	0	0
served	0	0
:	0	0
'	0	0
''	0	0
Athens	5	5
,	0	0
Gallia	5	5
,	0	0
Hocking	5	5
,	0	0
Meigs	5	5
,	0	0
Monroe	5	5
,	0	0
Morgan	5	5
,	0	0
Noble	5	5
,	0	0
Vinton	5	5
,	0	0
Washington	5	5
# New sentence = Stripe-throated hermit , ''Phaethornis striigularis ''	0	
Stripe-throated	0	0
hermit	0	0
,	0	0
''Phaethornis	0	0
striigularis	0	0
''	0	0
# New sentence = '' Cosmopterix diplozona '' Meyrick , 1921	0	
''	0	0
Cosmopterix	0	0
diplozona	0	0
''	0	0
Meyrick	1	1
,	0	0
1921	0	0
# New sentence = Barry Ackerley , owner of the Seattle SuperSonics ( 2000–2001 )	0	
Barry	1	1
Ackerley	2	2
,	0	0
owner	0	0
of	0	0
the	3	0
Seattle	4	3
SuperSonics	4	4
(	0	0
2000–2001	0	0
)	0	0
# New sentence = Wenennefer ( High Priest of Osiris ) , from the time of Ramesses II .	0	
Wenennefer	1	1
(	0	0
High	0	0
Priest	0	0
of	0	0
Osiris	1	1
)	0	0
,	0	0
from	0	0
the	0	0
time	0	0
of	0	0
Ramesses	1	1
II	2	2
.	0	0
# New sentence = It was directed by Milan Cheylov .	0	
It	0	0
was	0	0
directed	0	0
by	0	0
Milan	1	1
Cheylov	2	2
.	0	0
# New sentence = There are 2,000 troops stationed on site with 600 houses for married personnel between Wattisham , Hadleigh and Ipswich .	0	
There	0	0
are	0	0
2	0	0
troops	0	0
stationed	0	0
on	0	0
site	0	0
with	0	0
600	0	0
houses	0	0
for	0	0
married	0	0
personnel	0	0
between	0	0
Wattisham	5	5
,	0	0
Hadleigh	5	5
and	0	0
Ipswich	5	5
.	0	0
# New sentence = Choctaw County , Alabama	0	
Choctaw	5	5
County	6	6
,	6	0
Alabama	6	5
# New sentence = ' '' Bernaville '' '	0	
'	0	0
''	0	0
Bernaville	5	5
''	0	0
'	0	0
# New sentence = ' '' Color : ' '' Jackie Stewart	0	
'	0	0
''	0	0
Color	0	0
:	0	0
'	0	0
''	0	0
Jackie	1	1
Stewart	2	2
# New sentence = The filming began at Kochi at November 17 , 2013 .	0	
The	0	0
filming	0	0
began	0	0
at	0	0
Kochi	0	5
at	0	0
November	0	0
17	0	0
,	0	0
2013	0	0
.	0	0
# New sentence = ' '' Big Love : Hymnal '' ' ''	0	
