tokens;m_labels;o_labels
# New sentence = Bloomingburg Reformed Protestant Dutch Church;0;0
Bloomingburg;3;3
Reformed;4;4
Protestant;4;4
Dutch;4;4
Church;4;4
# New sentence = His piece had been performed in Birmingham under conductor Hans Richter in 1906 .;0;0
His;0;0
piece;0;0
had;0;0
been;0;0
performed;0;0
in;0;0
Birmingham;5;5
under;0;0
conductor;0;0
Hans;1;1
Richter;2;2
in;0;0
1906;0;0
.;0;0
# New sentence = It is found in China , Mongolia , Japan and Russia .;0;0
It;0;0
is;0;0
found;0;0
in;0;0
China;5;5
,;0;0
Mongolia;5;5
,;0;0
Japan;5;5
and;0;0
Russia;5;5
.;0;0
# New sentence = 2012 Sharon Lee and Steve Miller;0;0
2012;0;0
Sharon;1;1
Lee;2;2
and;0;0
Steve;1;1
Miller;2;2
# New sentence = Jane Bown - Lifetime Achievement;0;0
Jane;1;1
Bown;2;2
-;0;0
Lifetime;0;0
Achievement;0;0
# New sentence = Linas and Simona;0;0
Linas;1;3
and;0;4
Simona;1;4
# New sentence = On June 30 he was traded back to the Philadelphia Phillies for future considerations .;0;0
On;0;0
June;0;0
30;0;0
he;0;0
was;0;0
traded;0;0
back;0;0
to;0;0
the;0;0
Philadelphia;3;3
Phillies;4;4
for;0;0
future;0;0
considerations;0;0
.;0;0
# New sentence = Swindon Council election , 2006;0;0
Swindon;3;0
Council;4;0
election;0;0
,;0;0
2006;0;0
# New sentence = ' '' Emilio Alzamora '' ';0;0
';0;0
'';0;0
Emilio;1;1
Alzamora;2;2
'';0;0
';0;0
# New sentence = Regionalist Party of the Leonese Country ( PREPAL );0;0
Regionalist;3;3
Party;4;4
of;4;0
the;4;4
Leonese;4;4
Country;4;4
(;0;0
PREPAL;3;0
);0;0
# New sentence = People 's Liberation Organisation of Tamil Eelam;0;0
People;3;3
's;4;4
Liberation;4;4
Organisation;4;4
of;4;4
Tamil;4;4
Eelam;4;4
# New sentence = Kamianets-Podilskyi in Ukraine '' ( since 1993 ) '';0;0
Kamianets-Podilskyi;5;5
in;0;0
Ukraine;5;5
'';0;0
(;0;0
since;0;0
1993;0;0
);0;0
'';0;0
# New sentence = 1995 Spellbinder '' .;0;0
1995;0;0
Spellbinder;0;0
'';0;0
.;0;0
# New sentence = It was originally published on October 17th , 2006 , by William Morrow and Company .;0;0
It;0;0
was;0;0
originally;0;0
published;0;0
on;0;0
October;0;0
17th;0;0
,;0;0
2006;0;0
,;0;0
by;0;0
William;3;3
Morrow;4;4
and;4;4
Company;4;4
.;0;0
# New sentence = Jack Dodson as Howard Sprague;0;0
Jack;1;1
Dodson;2;2
as;0;0
Howard;1;1
Sprague;2;2
# New sentence = Rocko - ''Wordplay '' ===;0;0
Rocko;1;1
-;0;0
''Wordplay;0;0
'';0;0
===;0;0
# New sentence = Johan Kristoffersson ( Audi RS5 );0;0
Johan;1;1
Kristoffersson;2;2
(;0;0
Audi;0;0
RS5;0;0
);0;0
# New sentence = Wolves in the Throne Room;0;0
Wolves;3;3
in;4;4
the;4;4
Throne;4;4
Room;4;4
# New sentence = Campbell Gullan as Sgt .;0;0
Campbell;1;1
Gullan;2;2
as;0;0
Sgt;0;0
.;0;0
# New sentence = '' Kingdom of Portugal and the Algarves '' ' – John VI ( 1816–1826 );0;0
'';0;0
Kingdom;5;3
of;6;4
Portugal;6;4
and;6;4
the;6;4
Algarves;6;4
'';0;0
';0;0
–;0;0
John;1;1
VI;2;2
(;0;0
1816–1826;0;0
);0;0
# New sentence = 2014–15 Arizona Wildcats men 's basketball team;0;0
2014–15;0;0
Arizona;3;3
Wildcats;4;4
men;0;0
's;0;0
basketball;0;0
team;0;0
# New sentence = Pope Timothy I of Alexandria;0;0
Pope;1;0
Timothy;2;1
I;2;2
of;2;0
Alexandria;2;5
# New sentence = W. S. Merwin;0;0
W.;1;1
S.;2;2
Merwin;2;2
# New sentence = Howrah , West Bengal , India;0;0
Howrah;5;5
,;0;0
West;5;5
Bengal;6;6
,;0;0
India;5;5
# New sentence = Hosted by Kate Thornton and later Steve Jones .;0;0
Hosted;0;0
by;0;0
Kate;1;1
Thornton;2;2
and;0;0
later;0;0
Steve;1;1
Jones;2;2
.;0;0
# New sentence = The University of Western Australia;0;0
The;3;3
University;4;4
of;4;4
Western;4;4
Australia;4;4
# New sentence = CD09 : Logone Oriental Region , Chad;0;0
CD09;0;0
:;0;0
Logone;5;5
Oriental;6;6
Region;6;6
,;0;0
Chad;0;5
# New sentence = George Francis Henrechon;0;0
George;1;1
Francis;2;2
Henrechon;2;2
# New sentence = ** 1919 – Ty Cobb , .384;0;0
**;0;0
1919;0;0
–;0;0
Ty;1;1
Cobb;2;2
,;0;0
0,266666667;0;0
#+A6057:A6508 New sentence = '' Mitra punctostriata '';0;0
'';0;0
Mitra;0;0
punctostriata;0;0
'';0;0
# New sentence = Upland buzzard , ''Buteo hemilasius '';0;0
Upland;0;0
buzzard;0;0
,;0;0
''Buteo;0;0
hemilasius;0;0
'';0;0
# New sentence = It became a ''Colonia '' ( Roman colony ) by 270 AD .;0;0
It;0;0
became;0;0
a;0;0
''Colonia;0;0
'';0;0
(;0;0
Roman;0;0
colony;0;0
);0;0
by;0;0
270;0;0
AD;0;0
.;0;0
# New sentence = Jon Foreman ( Switchfoot );0;0
Jon;1;1
Foreman;2;2
(;0;0
Switchfoot;0;0
);0;0
# New sentence = Starring Nick Hancock , Andrew Sachs;0;0
Starring;0;0
Nick;1;1
Hancock;2;2
,;0;0
Andrew;1;1
Sachs;2;2
# New sentence = Graeme Le Saux;0;0
Graeme;1;1
Le;2;2
Saux;2;2
# New sentence = 1984 - Schaffhausen , Mini-Galerie;0;0
1984;0;0
-;0;0
Schaffhausen;5;5
,;0;0
Mini-Galerie;3;0
# New sentence = Will Colbert ( D );0;0
Will;1;1
Colbert;2;2
(;0;0
D;0;0
);0;0
# New sentence = rendered]] , and has a roof of Kerridge stone-slate .;0;0
rendered]];0;0
,;0;0
and;0;0
has;0;0
a;0;0
roof;0;0
of;0;0
Kerridge;0;0
stone-slate;0;0
.;0;0
# New sentence = Free State Project;0;0
Free;3;3
State;4;4
Project;4;4
# New sentence = Loyola Greyhounds men 's soccer;0;0
Loyola;3;3
Greyhounds;4;4
men;0;4
's;0;4
soccer;0;4
# New sentence = Fort Collins , Colorado , United States;0;0
Fort;5;5
Collins;6;6
,;0;0
Colorado;5;5
,;0;0
United;5;5
States;6;6
# New sentence = ''Experimenta circa effectum conflictus electrici in acum magneticam '' Copenhagen , ' '' 1820 '' ' .;0;0
''Experimenta;0;0
circa;0;0
effectum;0;0
conflictus;0;0
electrici;0;0
in;0;0
acum;0;0
magneticam;0;0
'';0;0
Copenhagen;5;5
,;0;0
';0;0
'';0;0
1820;0;0
'';0;0
';0;0
.;0;0
# New sentence = ** '' Kingdom of Northumbria '' ' – Osberht ( 849–862 / 863 );0;0
**;0;0
'';0;0
Kingdom;5;5
of;6;6
Northumbria;6;6
'';0;0
';0;0
–;0;0
Osberht;1;1
(;0;0
849–862;0;0
/;0;0
863;0;0
);0;0
# New sentence = Herbert Russell ( 1892–1896 );0;0
Herbert;1;1
Russell;2;2
(;0;0
1892–1896;0;0
);0;0
# New sentence = Honda Center , Anaheim , United States;0;0
Honda;5;5
Center;6;6
,;0;0
Anaheim;5;5
,;0;0
United;5;5
States;6;6
# New sentence = Chris Higgins ( ice hockey , born 1986 );0;0
Chris;1;1
Higgins;2;2
(;0;0
ice;0;0
hockey;0;0
,;0;0
born;0;0
1986;0;0
);0;0
# New sentence = ' '' John Fidler '' '*;0;0
';0;0
'';0;0
John;1;1
Fidler;2;2
'';0;0
'*;0;0
# New sentence = Florida State Road 758;0;0
Florida;5;5
State;6;6
Road;6;6
758;6;6
# New sentence = Claudette Colbert , Robert Ryan;0;0
Claudette;1;1
Colbert;2;2
,;0;0
Robert;1;1
Ryan;2;2
# New sentence = Ramsey Public School District;0;0
Ramsey;3;3
Public;4;4
School;4;4
District;4;4
# New sentence = 180 km to Vilnius;0;0
180;0;0
km;0;0
to;0;0
Vilnius;5;5
# New sentence = ( 15px - ) Lausanne - Yverdon-les-Bains - Neuchâtel - Biel / Bienne - Solothurn - Olten - Aarau - Brugg - Koblenz ( - 15px );0;0
(;0;0
15px;0;0
-;0;0
);0;0
Lausanne;5;5
-;0;0
Yverdon-les-Bains;5;5
-;0;0
Neuchâtel;5;5
-;0;0
Biel;5;5
/;5;6
Bienne;5;6
-;0;0
Solothurn;5;5
-;0;0
Olten;5;5
-;0;0
Aarau;5;5
-;0;0
Brugg;0;5
-;0;0
Koblenz;5;5
(;0;0
-;0;0
15px;0;0
);0;0
# New sentence = | Transferred to the Mexican Navy in September 1972 .;0;0
|;0;0
Transferred;0;0
to;0;0
the;0;0
Mexican;3;3
Navy;4;4
in;0;0
September;0;0
1972;0;0
.;0;0
# New sentence = 1961–65 C A Ralegh Radford;0;0
1961–65;0;0
C;1;0
A;2;0
Ralegh;2;1
Radford;2;2
# New sentence = The two vessels were originally built in Norway for the post-war German Navy , being purchased in the 1960s for evaluation purposes .;0;0
The;0;0
two;0;0
vessels;0;0
were;0;0
originally;0;0
built;0;0
in;0;0
Norway;5;5
for;0;0
the;0;0
post-war;0;0
German;3;3
Navy;4;4
,;0;0
being;0;0
purchased;0;0
in;0;0
the;0;0
1960s;0;0
for;0;0
evaluation;0;0
purposes;0;0
.;0;0
# New sentence = '' Gynoeryx teteforti '';0;0
'';0;0
Gynoeryx;0;0
teteforti;0;0
'';0;0
# New sentence = Katrin Holtwick / Ilka Semmler;0;0
Katrin;1;1
Holtwick;2;2
/;0;0
Ilka;1;1
Semmler;2;2
# New sentence = Golden Township , Oceana County;0;0
Golden;5;5
Township;6;6
,;0;0
Oceana;5;5
County;6;6
# New sentence = KSFN 1510 AM ( based in Piedmont );0;0
KSFN;3;3
1510;4;4
AM;4;4
(;0;0
based;0;0
in;0;0
Piedmont;5;5
);0;0
# New sentence = : : '' Oligoceras '';0;0
:;0;0
:;0;0
'';0;0
Oligoceras;0;0
'';0;0
# New sentence = Chris Edmondson , Bishop of Bolton;0;0
Chris;1;1
Edmondson;2;2
,;0;0
Bishop;0;0
of;0;0
Bolton;0;0
# New sentence = Airport City Belgrade underway since April 2009 .;0;0
Airport;5;5
City;6;6
Belgrade;6;6
underway;0;0
since;0;0
April;0;0
2009;0;0
.;0;0
# New sentence = Uche Okafor ( D );0;0
Uche;1;1
Okafor;2;2
(;0;0
D;0;0
);0;0
# New sentence = Serbian nationality law;0;0
Serbian;3;0
nationality;4;0
law;4;0
# New sentence = He scored goals against New Zealand and Sweden .;0;0
He;0;0
scored;0;0
goals;0;0
against;0;0
New;5;0
Zealand;6;0
and;0;0
Sweden;5;0
.;0;0
# New sentence = Levaillant 's cuckoo , ''Clamator levaillantii '';0;0
Levaillant;0;0
's;0;0
cuckoo;0;0
,;0;0
''Clamator;0;0
levaillantii;0;0
'';0;0
# New sentence = It had a capacity of sixty-five passengers , and was insured with Norsk Flyforsikringspool .;0;0
It;0;0
had;0;0
a;0;0
capacity;0;0
of;0;0
sixty-five;0;0
passengers;0;0
,;0;0
and;0;0
was;0;0
insured;0;0
with;0;0
Norsk;3;3
Flyforsikringspool;4;4
.;0;0
# New sentence = Electoral district of Murray Valley;0;0
Electoral;5;5
district;6;6
of;6;6
Murray;6;6
Valley;6;6
# New sentence = is a city located in Osaka Prefecture , Japan .;0;0
is;0;0
a;0;0
city;0;0
located;0;0
in;0;0
Osaka;5;5
Prefecture;6;6
,;0;0
Japan;5;5
.;0;0
# New sentence = East Pakistan ( now Bangladesh );0;0
East;5;5
Pakistan;6;6
(;0;0
now;0;0
Bangladesh;5;5
);0;0
# New sentence = : Detachment operated from : Grottaglie Airfield , Italy , after 4 October 1943;0;0
:;0;0
Detachment;0;0
operated;0;0
from;0;0
:;0;0
Grottaglie;5;5
Airfield;6;6
,;0;0
Italy;5;5
,;0;0
after;0;0
4;0;0
October;0;0
1943;0;0
# New sentence = `` OH ! '';0;0
``;0;0
OH;0;0
!;0;0
'';0;0
# New sentence = Orange Township , Meigs County , Ohio;0;0
Orange;5;5
Township;6;6
,;0;0
Meigs;5;5
County;6;6
,;0;0
Ohio;5;5
# New sentence = She continued her studies at Park College in Parkville , Missouri .;0;0
She;0;0
continued;0;0
her;0;0
studies;0;0
at;0;0
Park;3;3
College;4;4
in;0;0
Parkville;5;5
,;0;0
Missouri;5;5
.;0;0
# New sentence = Gerald Henry Rendall;0;0
Gerald;1;1
Henry;1;2
Rendall;1;2
# New sentence = *19 Mario Danelo – ''Redshirt Freshman '';0;0
*19;0;0
Mario;1;1
Danelo;1;2
–;0;0
''Redshirt;0;0
Freshman;0;0
'';0;0
# New sentence = On it , she performed the song , as well as a cover of Cyndi Lauper 's `` True Colors '' with Alan , Leona Lewis and Kana Nishino .;0;0
On;0;0
it;0;0
,;0;0
she;0;0
performed;0;0
the;0;0
song;0;0
,;0;0
as;0;0
well;0;0
as;0;0
a;0;0
cover;0;0
of;0;0
Cyndi;1;1
Lauper;2;2
's;0;0
``;0;0
TRUE;0;0
Colors;0;0
'';0;0
with;0;0
Alan;1;1
,;0;0
Leona;1;1
Lewis;2;2
and;0;0
Kana;1;1
Nishino;2;2
.;0;0
# New sentence = *0275 - Nemapogon variatella '';0;0
*0275;0;0
-;0;0
Nemapogon;0;0
variatella;0;0
'';0;0
# New sentence = They all lost to Raquel Welch .;0;0
They;0;0
all;0;0
lost;0;0
to;0;0
Raquel;1;1
Welch;2;2
.;0;0
# New sentence = Alexandra Boyd as Head of the Delegation;0;0
Alexandra;1;1
Boyd;2;0
as;0;2
Head;0;0
of;0;0
the;0;0
Delegation;0;0
# New sentence = Anne Murray hosted the event which also included the inductions of Kim Cattrall , Raymond Burr , Blue Rodeo , Dsquared2 , Howie Mandel , Robert Munsch and Chantal Petitclerc .;0;0
Anne;1;1
Murray;2;2
hosted;0;0
the;0;0
event;0;0
which;0;0
also;0;0
included;0;0
the;0;0
inductions;0;0
of;0;0
Kim;1;1
Cattrall;2;2
,;0;0
Raymond;1;1
Burr;2;2
,;0;0
Blue;3;3
Rodeo;4;4
,;0;0
Dsquared2;3;3
,;0;0
Howie;1;1
Mandel;2;2
,;0;0
Robert;1;1
Munsch;2;2
and;0;0
Chantal;1;1
Petitclerc;2;2
.;0;0
# New sentence = Eric XI of Sweden ( 1216–1250 );0;0
Eric;1;1
XI;2;2
of;0;0
Sweden;5;5
(;0;0
1216–1250;0;0
);0;0
# New sentence = Perimeter Mall – Dunwoody;0;0
Perimeter;5;5
Mall;6;6
–;0;0
Dunwoody;5;5
# New sentence = Songdo International Business District;0;0
Songdo;5;5
International;6;6
Business;6;6
District;6;6
# New sentence = Jacques Antoine Hippolyte , Comte de Guibert;0;0
Jacques;1;1
Antoine;2;2
Hippolyte;2;2
,;0;0
Comte;1;0
de;2;0
Guibert;2;0
# New sentence = : '' Neomordellistena lestradei '' Ermisch , 1952;0;0
:;0;0
'';0;0
Neomordellistena;0;0
lestradei;0;0
'';0;0
Ermisch;1;1
,;0;0
1952;0;0
# New sentence = Lateral angle of the scapula;0;0
Lateral;0;0
angle;0;0
of;0;0
the;0;0
scapula;0;0
# New sentence = Mohamed Muruli ( UGA ) , 5:0;0;0
Mohamed;1;1
Muruli;2;2
(;0;0
UGA;3;0
);0;0
,;0;0
0,208333333;0;0
# New sentence = Jared Sullinger ( 7 );0;0
Jared;1;1
Sullinger;2;2
(;0;0
7;0;0
);0;0
# New sentence = :1st , Stage 1 , Vuelta a España;0;0
:1st;0;0
,;0;0
Stage;0;0
1;0;0
,;0;0
Vuelta;0;0
a;0;0
España;0;0
# New sentence = '' Aethes francillana '' ( Fabricius , 1794 );0;0
'';0;0
Aethes;0;0
francillana;0;0
'';0;0
(;0;0
Fabricius;1;1
,;0;0
1794;0;0
);0;0
# New sentence = It is found in Spain , Morocco and on Malta .;0;0
It;0;0
is;0;0
found;0;0
in;0;0
Spain;5;5
,;0;0
Morocco;5;5
and;0;0
on;0;0
Malta;5;5
.;0;0
# New sentence = Communes of the Ariège department;0;0
Communes;5;5
of;6;6
the;6;6
Ariège;6;6
department;6;6
# New sentence = New Mexico ( 2014 );0;0
New;5;5
Mexico;6;6
(;0;0
2014;0;0
);0;0
# New sentence = ** '' County of Anjou '' ' - Geoffrey I ( 958–987 );0;0
**;0;0
'';0;0
County;5;5
of;6;6
Anjou;6;6
'';0;0
';0;0
-;0;0
Geoffrey;1;1
I;2;2
(;0;0
958–987;0;0
);0;0
# New sentence = Antonio Santarelli ( Jesuit );0;0
Antonio;1;1
Santarelli;2;2
(;0;0
Jesuit;3;0
);0;0
# New sentence = Nikola Kokan Dimuševski;0;0
Nikola;1;1
Kokan;2;2
Dimuševski;2;2
# New sentence = '' Stigmella nylandriella '' ( Tengstrom , 1848 );0;0
'';0;0
Stigmella;0;0
nylandriella;0;0
'';0;0
(;0;0
Tengstrom;1;1
,;0;0
1848;0;0
);0;0
# New sentence = Communes of the Manche department;0;0
Communes;5;5
of;6;6
the;6;6
Manche;6;6
department;6;6
# New sentence = President - Patrice de Mac-Mahon , Duke of Magenta ( 1873–1879 );0;0
President;0;0
-;0;0
Patrice;1;1
de;2;2
Mac-Mahon;2;2
,;0;0
Duke;0;0
of;0;0
Magenta;0;0
(;0;0
1873–1879;0;0
);0;0
# New sentence = '' Coleophora therinella '' Tengstrom , 1848;0;0
'';0;0
Coleophora;0;0
therinella;0;0
'';0;0
Tengstrom;1;1
,;0;0
1848;0;0
# New sentence = *8404.1 - Rivula pusilla '';0;0
*8404.1;0;0
-;0;0
Rivula;0;0
pusilla;0;0
'';0;0
# New sentence = Logisticus fuscopunctatus '' Fairmaire , 1903;0;0
Logisticus;0;0
fuscopunctatus;0;0
'';0;0
Fairmaire;1;1
,;0;0
1903;0;0
# New sentence = Swamp tea tree;0;0
Swamp;0;0
tea;0;0
tree;0;0
# New sentence = Sławno , Podlaskie Voivodeship;0;0
Sławno;5;5
,;0;0
Podlaskie;5;5
Voivodeship;6;6
# New sentence = from:1959 till:1978 color : ID text : '' Anne Press ( 1959–1978 ) '';0;0
from:1959;0;0
till:1978;0;0
color;0;0
:;0;0
ID;0;0
text;0;0
:;0;0
'';0;0
Anne;1;1
Press;2;2
(;0;0
1959–1978;0;0
);0;0
'';0;0
# New sentence = Three years after that , in 1868 , BNU opened branches in São Tomé and Príncipe , Goa , and Mozambique .;0;0
Three;0;0
years;0;0
after;0;0
that;0;0
,;0;0
in;0;0
1868;0;0
,;0;0
BNU;3;3
opened;0;0
branches;0;0
in;0;0
São;5;5
Tomé;6;6
and;6;6
Príncipe;6;6
,;0;0
Goa;5;5
,;0;0
and;0;0
Mozambique;5;5
.;0;0
# New sentence = *10 - Joaquim Gomes - ( Primeiro de Agosto );0;0
*10;0;0
-;0;0
Joaquim;1;1
Gomes;2;2
-;0;0
(;0;0
Primeiro;3;3
de;4;4
Agosto;4;4
);0;0
# New sentence = ** '' Legendary Witches '';0;0
**;0;0
'';0;0
Legendary;0;0
Witches;0;0
'';0;0
# New sentence = Son of a Pimp;0;0
Son;0;0
of;0;0
a;0;0
Pimp;0;0
# New sentence = Albert R. Stuart;0;0
Albert;1;1
R.;2;2
Stuart;2;2
# New sentence = Jaap van Praag , chairman AFC Ajax ( 1910-1987 );0;0
Jaap;1;1
van;2;2
Praag;2;2
,;0;0
chairman;0;0
AFC;3;3
Ajax;4;4
(;0;0
1910-1987;0;0
);0;0
# New sentence = Invasion of Umuahia;0;0
Invasion;0;0
of;0;0
Umuahia;0;5
# New sentence = It is found in the United Arab Emirates .;0;0
It;0;0
is;0;0
found;0;0
in;0;0
the;0;0
United;5;5
Arab;6;6
Emirates;6;6
.;0;0
# New sentence = Spencer Haywood ( 21 );0;0
Spencer;1;1
Haywood;2;2
(;0;0
21;0;0
);0;0
# New sentence = The Girl Guides Association of Kiribati;0;0
The;3;0
Girl;4;3
Guides;4;4
Association;4;4
of;4;4
Kiribati;4;4
# New sentence = Instead she chose to retire and was succeeded by Vinny deMacedo .;0;0
Instead;0;0
she;0;0
chose;0;0
to;0;0
retire;0;0
and;0;0
was;0;0
succeeded;0;0
by;0;0
Vinny;1;1
deMacedo;2;2
.;0;0
# New sentence = Then and Now : Sylvester Stallone and William Shatner;0;0
Then;0;0
and;0;0
Now;0;0
:;0;0
Sylvester;1;1
Stallone;2;2
and;0;0
William;1;1
Shatner;2;2
# New sentence = Araneta Coliseum , Quezon City;0;0
Araneta;5;5
Coliseum;6;6
,;0;0
Quezon;5;5
City;6;6
# New sentence = ' '' Jochen Rindt '' ';0;0
';0;0
'';0;0
Jochen;1;1
Rindt;2;2
'';0;0
';0;0
# New sentence = Sebastian Telfair ( 21 );0;0
Sebastian;1;1
Telfair;2;2
(;0;0
21;0;0
);0;0
# New sentence = Inspiration Is Dead;0;0
Inspiration;0;0
Is;0;0
Dead;0;0
# New sentence = Mestalla]] , Valencia ( Spain );0;0
Mestalla]];5;5
,;0;0
Valencia;5;5
(;0;0
Spain;5;5
);0;0
# New sentence = Brian Gottfried '' ( Quarterfinalist ) '';0;0
Brian;1;1
Gottfried;2;2
'';0;0
(;0;0
Quarterfinalist;0;0
);0;0
'';0;0
# New sentence = Keb ' Mo ';0;0
Keb;1;1
';2;2
Mo;2;2
';2;2
# New sentence = It is found in Brazil .;0;0
It;0;0
is;0;0
found;0;0
in;0;0
Brazil;5;5
.;0;0
# New sentence = Olivegreen ufipa barb;0;0
Olivegreen;0;0
ufipa;0;0
barb;0;0
# New sentence = '' Aplocera praeformata '' ( Hübner , 1826 );0;0
'';0;0
Aplocera;0;0
praeformata;0;0
'';0;0
(;0;0
Hübner;0;1
,;0;0
1826;0;0
);0;0
# New sentence = Regular number one Tom Fern was out and back-up Sidney Brown had conceded four goals at Old Trafford seven days previous .;0;0
Regular;0;0
number;0;0
one;0;0
Tom;1;1
Fern;2;2
was;0;0
out;0;0
and;0;0
back-up;0;0
Sidney;1;1
Brown;2;2
had;0;0
conceded;0;0
four;0;0
goals;0;0
at;0;0
Old;5;5
Trafford;6;6
seven;0;0
days;0;0
previous;0;0
.;0;0
# New sentence = Begin to Breathe;0;0
Begin;0;0
to;0;0
Breathe;0;0
# New sentence = The single reached number 28 on the Oricon charts and sold 44,000 copies .;0;0
The;0;0
single;0;0
reached;0;0
number;0;0
28;0;0
on;0;0
the;0;0
Oricon;0;0
charts;0;0
and;0;0
sold;0;0
44;0;0
copies;0;0
.;0;0
# New sentence = University of Buenos Aires , 2001;0;0
University;3;5
of;4;6
Buenos;4;6
Aires;4;6
,;0;0
2001;0;0
# New sentence = Pingle Jaganmohan Reddy;0;0
Pingle;1;1
Jaganmohan;2;2
Reddy;2;2
# New sentence = The main protagonists resemble the Eraserheads members;0;0
The;0;0
main;0;0
protagonists;0;0
resemble;0;0
the;0;0
Eraserheads;0;3
members;0;0
# New sentence = Lil Herb - ''Welcome-To-Fazoland '' ====;0;0
Lil;1;1
Herb;1;2
-;0;0
''Welcome-To-Fazoland;0;0
'';0;0
====;0;0
# New sentence = Jimin Kang ( 1 );0;0
Jimin;1;1
Kang;2;2
(;0;0
1;0;0
);0;0
# New sentence = '' Secretary of State for International Development '' ';0;0
'';0;0
Secretary;0;0
of;0;0
State;0;0
for;0;0
International;0;0
Development;0;0
'';0;0
';0;0
# New sentence = '' Super Dimension Cavalry Southern Cross '' ( 1984 );0;0
'';0;0
Super;0;0
Dimension;0;0
Cavalry;0;0
Southern;0;0
Cross;0;0
'';0;0
(;0;0
1984;0;0
);0;0
# New sentence = Reginald Maudling : Secretary of State for the Colonies;0;0
Reginald;1;1
Maudling;2;2
:;0;0
Secretary;0;0
of;0;0
State;0;0
for;0;0
the;0;0
Colonies;0;0
# New sentence = NATO bombing of Novi Sad in 1999;0;0
NATO;0;3
bombing;0;0
of;0;0
Novi;5;5
Sad;6;6
in;0;0
1999;0;0
# New sentence = Big Brother and the Holding Company;0;0
Big;3;3
Brother;4;4
and;4;4
the;4;4
Holding;4;4
Company;0;4
# New sentence = Assembly of the Union of the Comoros;0;0
Assembly;3;3
of;4;4
the;4;4
Union;4;4
of;4;4
the;4;4
Comoros;4;4
# New sentence = The Mission]] '' ' '' Robert Bolt;0;0
The;0;0
Mission]];0;0
'';0;0
';0;0
'';0;0
Robert;1;1
Bolt;2;2
# New sentence = '' Geosmithia morbida '';0;0
'';0;0
Geosmithia;0;0
morbida;0;0
'';0;0
# New sentence = It is possibly a synonym of Cephalotaxus mannii '' .;0;0
It;0;0
is;0;0
possibly;0;0
a;0;0
synonym;0;0
of;0;0
Cephalotaxus;0;0
mannii;0;0
'';0;0
.;0;0
# New sentence = It is operated by the Northern Railways .;0;0
It;0;0
is;0;0
operated;0;0
by;0;0
the;0;0
Northern;3;3
Railways;4;4
.;0;0
# New sentence = *1990 – Bruce Hurst ( 4 ) co-leader;0;0
*1990;0;0
–;0;0
Bruce;1;1
Hurst;2;2
(;0;0
4;0;0
);0;0
co-leader;0;0
# New sentence = Bernstadt auf dem Eigen;0;0
Bernstadt;5;5
auf;6;6
dem;6;6
Eigen;6;6
# New sentence = Shapiro , J. Salwyn ( 1920 ) .;0;0
Shapiro;1;1
,;2;0
J.;2;1
Salwyn;2;2
(;0;0
1920;0;0
);0;0
.;0;0
# New sentence = Throughout the 1990s and 2000s they were the backbone of the Irish InterCity rolling stock .;0;0
Throughout;0;0
the;0;0
1990s;0;0
and;0;0
2000s;0;0
they;0;0
were;0;0
the;0;0
backbone;0;0
of;0;0
the;0;0
Irish;0;3
InterCity;0;4
rolling;0;4
stock;0;4
.;0;0
# New sentence = 12 June 2005 : FC Vaduz - FC Schaffhausen 0-1;0;0
12;0;0
June;0;0
2005;0;0
:;0;0
FC;3;3
Vaduz;4;4
-;0;0
FC;3;3
Schaffhausen;4;4
0-1;0;0
# New sentence = St. Joseph 's College , Darjeeling;0;0
St.;3;3
Joseph;4;4
's;4;4
College;4;4
,;0;0
Darjeeling;5;5
# New sentence = `` Spase To Hrono '';0;0
``;0;0
Spase;0;0
To;0;0
Hrono;0;0
'';0;0
# New sentence = Tom Metzger - 76,502 ( 2.78 % );0;0
Tom;1;1
Metzger;2;2
-;0;0
76,502;0;0
(;0;0
0,1375;0;0
%;0;0
);0;0
# New sentence = Royal Institute of British Architects;0;0
Royal;3;3
Institute;4;3
of;4;3
British;4;3
Architects;4;3
# New sentence = He was arrested for his role and sent to the Tower on 9 February 1601 .;0;0
He;0;0
was;0;0
arrested;0;0
for;0;0
his;0;0
role;0;0
and;0;0
sent;0;0
to;0;0
the;3;0
Tower;4;5
on;0;0
9;0;0
February;0;0
1601;0;0
.;0;0
# New sentence = Kroombit Tops National Park;0;0
Kroombit;5;5
Tops;6;5
National;6;5
Park;6;5
# New sentence = Estadio Olímpico Metropolitano , San Pedro Sula , Honduras;0;0
Estadio;5;5
Olímpico;6;6
Metropolitano;6;6
,;0;0
San;5;5
Pedro;6;6
Sula;6;6
,;0;0
Honduras;5;5
# New sentence = ** ( 1917–1982 ) Reed Crandall;0;0
**;0;0
(;0;0
1917–1982;0;0
);0;0
Reed;1;1
Crandall;2;2
# New sentence = Samuel Charles Blackwell;0;0
Samuel;1;1
Charles;2;2
Blackwell;2;2
# New sentence = She was named first runner-up to winner Caroline McGowan .;0;0
She;0;0
was;0;0
named;0;0
first;0;0
runner-up;0;0
to;0;0
winner;0;0
Caroline;1;1
McGowan;2;2
.;0;0
# New sentence = Marysville , Washington;0;0
Marysville;5;5
,;0;0
Washington;5;5
# New sentence = ' '' Jordan '' ' - Abdul Ilah Khatib ( 1998-2002 );0;0
';0;0
'';0;0
Jordan;5;5
'';0;0
';0;0
-;0;0
Abdul;1;1
Ilah;2;2
Khatib;2;2
(;0;0
1998-2002;0;0
);0;0
